Depersonalization/Derealization Disorder	[0, 0, 1, 0, 1, 1, 0.33333, 1, 0, 0, 0.33333, 0, 0, 0, 0, 0, 0, 0.33333, 1, 0, 0.33333, 0, 0.33333, 0, 0, 0, 0, 0.33333, 0, 1, 0, 1, 0.33333, 0, 0, 0.66666, 0.33333, 0.33333, 1, 0.33333, 0.66666, 0.33333, 0, 0, 1, 0, 0.33333, 0, 0, 0, 0, 1, 0.33333, 0, 0, 0.33333, 0, 0, 0, 0, 0, 0.33333, 0.33333, 0, 0.33333, 0, 0.33333, 0.33333, 0.33333, 0, 0.33333, 0.33333, 1, 1, 1, 0, 0, 0, 0.33333, 1, 0.66666, 0, 1, 0.66666, 0, 0.33333, 0.66666, 0, 0, 0.33333, 0, 0, 0, 0, 1, 0, 0, 0.33333, 0, 0, 0, 0.33333, 0, 0.66666, 0, 0, 0, 1, 1, 0, 0.33333, 1, 0.33333, 1, 0, 1, 0, 0, 0, 0, 1, 0.33333, 0, 0, 0, 0, 0.66666]	0.4070240683182862
Depersonalization/Derealization Disorder	[0, 0, 0, 0, 0.66666, 1, 0.66666, 1, 0, 0, 0.33333, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.66666, 0, 0.66666, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0.33333, 0, 0, 0.33333, 0.33333, 0.66666, 1, 0.33333, 0.33333, 1, 0, 0, 1, 0, 0.66666, 0, 0, 0, 0, 1, 0.66666, 0, 0, 0.33333, 1, 0, 0, 0, 0, 1, 0.66666, 0, 1, 0, 0.66666, 0.66666, 0.66666, 0, 0.33333, 0.33333, 0.66666, 0, 1, 0, 0, 0, 0.66666, 1, 0.33333, 0, 0, 0.33333, 0, 0.33333, 0.33333, 0, 0, 0.33333, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.33333, 0, 0.33333, 0, 0, 1, 0.66666, 0.66666, 0, 1, 1, 1, 0.66666, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0.33333]	0.4343592306084765
Fetishistic Disorder	[0, 0, 1, 1, 1, 1, 2, 0.66666, 0, 0, 1.66666, 1, 0, 0, 0, 0, 0, 0.33333, 1, 0, 0.66666, 0, 0.66666, 0, 0.66666, 0, 1, 0.33333, 0.66666, 0, 0, 1, 0.66666, 0, 0, 0, 0.66666, 0.33333, 0, 1, 0, 0.33333, 0, 0, 0, 0, 0.33333, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0.66666, 0, 0, 0, 0.66666, 0.33333, 0.66666, 1, 0.66666, 1, 0.66666, 0.33333, 0.33333, 0, 1, 1, 0.33333, 1, 0.66666, 0, 0.66666, 0, 2, 0.66666, 0, 0, 1, 0.66666, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0.66666, 0, 0, 0, 1, 0, 0, 0, 0, 0.66666, 1, 1, 0, 0.33333, 0, 0.66666, 1, 0, 0, 0, 0, 0, 0.66666, 0, 0.66666, 0, 1, 0, 0, 0.66666]	0.4373091893239516
Voyeuristic Disorder	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.66666, 1, 0, 0, 0, 0.66666, 0, 1, 0, 0, 0.66666, 0, 0.66666, 0, 0.33333, 0, 1, 0.33333, 0.66666, 1, 0, 0, 0.66666, 0, 0, 0.66666, 0, 0.33333, 0, 0, 1, 0.33333, 0, 0, 0, 0, 0.33333, 0, 0, 0, 0.33333, 0, 0, 0, 0, 0, 0.33333, 0, 0, 0, 0.66666, 0.33333, 0.66666, 0, 1, 1, 0.66666, 0.33333, 0.33333, 0, 0, 0.66666, 1, 0, 0, 0.66666, 0.66666, 0, 0, 0, 0.66666, 0, 0, 0.33333, 0, 0, 0.66666, 0.33333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.33333, 0.66666, 0, 1, 0, 0, 0.66666, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0.33333, 0.66666, 0, 1, 0, 0, 0, 0, 0.33333]	0.33774035048441786
Depersonalization/Derealization Disorder	[0, 0, 0.33333, 0.33333, 0, 0, 0.99999, 0, 0, 0, 0.99999, 1, 0, 0, 0, 0.66666, 0, 0, 0, 0, 0.33333, 0, 0.33333, 0, 0.33333, 0, 1, 0.66666, 0.33333, 1, 0, 0, 0.66666, 0, 0, 0.66666, 0.33333, 0, 1, 0.66666, 0, 0.66666, 0, 0, 1, 0, 0, 0, 0, 0, 0.33333, 0, 0.66666, 0, 0, 0.66666, 0.33333, 0, 0, 0, 0.33333, 0.66666, 0.33333, 0.33333, 0, 1, 0.33333, 0, 0, 0, 0.66666, 0, 1, 0.33333, 0, 0.66666, 0.33333, 0, 0.99999, 0, 0.66666, 0, 0.33333, 0, 0, 0.66666, 0.66666, 0.33333, 0, 0.66666, 0, 0, 0.33333, 0, 0.33333, 0, 0, 0, 0, 0, 0.33333, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.33333, 0.33333, 1, 0, 0, 0.33333, 0, 0, 0]	0.3575057841056335
Depersonalization/Derealization Disorder	[0, 0, 0, 0.66666, 0.66666, 0, 0.99999, 1, 0, 0, 1.3333300000000001, 0, 0, 0, 0, 0.33333, 0, 0.66666, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0.33333, 1, 0, 0, 0, 0.33333, 0, 0, 0.33333, 0.66666, 0, 0, 0.33333, 0, 0.33333, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.33333, 0, 0, 0.33333, 1, 0, 0, 0, 1, 0.33333, 1, 0.66666, 0.33333, 0, 1, 0, 0, 0, 0.33333, 1, 1, 0, 1, 0.33333, 1, 0, 0.99999, 1, 0.33333, 0, 0, 0, 0, 0.33333, 0.33333, 1, 0, 0.33333, 0, 0, 0.66666, 0, 0, 0, 0, 0.33333, 0, 0, 1, 1, 0, 0, 0, 0, 0.66666, 0.33333, 0.33333, 0, 0.66666, 0, 0.33333, 0.66666, 0, 0, 0, 0, 1, 1, 0, 0.33333, 0, 0.66666, 0, 0, 0]	0.3636860728113028
Fetishistic Disorder	[0, 0, 0.66666, 1, 1, 0, 2, 0, 0, 0, 0.99999, 0, 0, 0, 0, 0.33333, 0, 1, 0, 0, 0.66666, 0, 0.66666, 0, 1, 0, 0, 0.66666, 0.33333, 1, 0, 0, 0.33333, 0, 0, 0, 0.33333, 0.33333, 1, 0.66666, 0.33333, 0.66666, 0, 0, 1, 0, 0.33333, 0, 0, 0, 0.66666, 0, 1, 0, 0, 0.66666, 1, 0, 0, 0, 0.33333, 0.66666, 0.66666, 1, 0.66666, 0, 0.66666, 0.33333, 0.33333, 0, 0.66666, 1, 1, 0.66666, 0, 0.33333, 0.33333, 0, 2, 0, 0, 0, 0.66666, 0.66666, 0, 0.66666, 0, 0.66666, 0, 0.66666, 0, 0, 1, 0, 0.66666, 0, 0, 0.66666, 0, 0, 0.66666, 1, 0, 0.33333, 0, 0, 1, 0.66666, 0.66666, 0, 1, 1, 0.66666, 1, 0, 1, 0, 0, 0.66666, 0.33333, 1, 0.66666, 0, 1, 0, 0, 0.66666]	0.4318947067247204
Depersonalization/Derealization Disorder	[0, 0, 1, 0, 0, 0.66666, 0.66666, 0.66666, 0, 0, 0.99999, 1, 0, 0, 0, 0.66666, 0, 0, 0.66666, 0, 1, 0, 1, 0, 1, 0, 1, 0.66666, 0.33333, 1, 0, 0.66666, 0.66666, 0, 0, 0.33333, 0, 0, 1, 0.66666, 0, 0.66666, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.66666, 0.66666, 0, 0, 0.66666, 1, 0, 0, 0, 0.33333, 0.66666, 1, 0, 1, 1, 1, 0, 0, 0, 0.66666, 0.33333, 0.66666, 1, 0.66666, 0.66666, 0.33333, 0, 0.66666, 0.66666, 0.33333, 0, 1, 0, 0, 0.66666, 0.33333, 0, 0, 0.66666, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0.33333, 0, 0, 0, 0, 1, 0.33333, 0.33333, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0.33333, 1, 1, 0, 0, 0, 0, 0]	0.4180524713553463
Sleep-Wake Disorder	[0, 0, 0.33333, 1, 1, 0.33333, 2, 0, 0, 0, 1.3333300000000001, 0, 0, 0, 0, 1, 0, 0.33333, 0.33333, 0, 0, 0, 0, 0, 0.33333, 0, 0, 0.33333, 0.33333, 0, 0, 0.33333, 0.33333, 0, 0, 0.66666, 0, 0.66666, 1, 1, 0, 0.33333, 0, 0, 1, 0, 0.66666, 0, 0, 0, 0, 0.33333, 1, 0, 0, 1, 0.33333, 0, 0, 0, 0.33333, 0.33333, 0, 1, 0.33333, 0, 0, 0.66666, 0.66666, 0, 1, 0.33333, 0.33333, 0.33333, 0, 1, 0.33333, 0, 2, 0, 0.66666, 0, 0.33333, 0, 0, 1, 0.66666, 0, 0, 1, 0, 0, 1, 0, 0.33333, 0, 0, 0.33333, 0, 0, 0, 0.33333, 0, 0, 0, 0, 0.33333, 0, 0, 0, 0.33333, 1, 0.33333, 1, 0, 1, 0, 0, 0, 0.33333, 1, 0.33333, 0, 1, 0, 0, 0]	0.348000584215227
Fetishistic Disorder	[0, 0, 0.66666, 1, 0, 0, 1.3333300000000001, 0.33333, 0, 0, 1.66666, 1, 0, 0, 0, 0, 0, 0.66666, 0, 0, 1, 0, 1, 0, 0.33333, 0, 1, 1, 0.66666, 1, 0, 0, 0.66666, 0, 0, 1, 0, 1, 0, 1, 0.66666, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.33333, 0, 0, 1, 0.33333, 0, 0, 0, 0.66666, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0.66666, 0.33333, 0, 0.66666, 0, 1.3333300000000001, 0.33333, 1, 0, 0.66666, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0.66666, 0, 0, 0, 0, 0, 1, 0, 0, 0.66666, 0, 0, 0.33333, 0, 0, 0, 0.66666, 0, 0, 0, 0, 0, 0, 0, 1, 0.66666, 0, 0, 0, 1, 0, 0, 0]	0.3894978878180269
